sisben_area,sisben_score,spadies_any,cutoff
Main metro area,-11.39,1,-57.21
Other urban area,-33.88999938964844,1,-56.32
Other urban area,-40.97,1,-56.32
Other urban area,-39.86999893188477,1,-56.32
Main metro area,-7.230000019073486,1,-57.21
Other urban area,-70.66000366210938,1,-56.32
Main metro area,-15.18000030517578,1,-57.21
Main metro area,-5.900000095367432,1,-57.21
Other urban area,-17.94,1,-56.32
Main metro area,-35.84000015258789,1,-57.21
Other urban area,-20.53,1,-56.32
Main metro area,-12.77999973297119,1,-57.21
Main metro area,-33.08000183105469,1,-57.21
Other urban area,-35.70000076293945,1,-56.32
Main metro area,-32.75,1,-57.21
Other urban area,-16.75,1,-56.32
Main metro area,-38.08,1,-57.21
Rural area,-24.14999961853027,1,-40.75
Other urban area,-48.22999954223633,1,-56.32
Main metro area,-53.34000015258789,1,-57.21
Main metro area,-5.630000114440918,1,-57.21
Main metro area,-3.589999914169312,1,-57.21
Other urban area,-55.68,1,-56.32
Other urban area,-46.56999969482422,1,-56.32
Other urban area,-23.11,1,-56.32
Other urban area,-39.7599983215332,1,-56.32
Other urban area,-12.43,1,-56.32
Main metro area,-53.84,0,-57.21
Other urban area,-28.59000015258789,1,-56.32
Other urban area,-46.52000045776367,1,-56.32
Other urban area,-16.45999908447266,1,-56.32
Other urban area,-43.40999984741211,1,-56.32
Other urban area,-21.02,0,-56.32
Main metro area,-9.359999656677246,1,-57.21
Main metro area,-10.93,1,-57.21
Main metro area,-23.79999923706055,1,-57.21
Other urban area,-36.62,0,-56.32
Other urban area,-32.08,1,-56.32
Main metro area,-4.53,1,-57.21
Main metro area,-54.40999984741211,1,-57.21
Other urban area,-25.25,1,-56.32
Other urban area,-33.7,1,-56.32
Main metro area,-4.739999771118164,1,-57.21
Main metro area,-18.19,1,-57.21
Main metro area,-51.72999954223633,1,-57.21
Other urban area,-31.95,0,-56.32
Other urban area,-9.91,1,-56.32
Main metro area,-13.51,1,-57.21
Main metro area,-55.04000091552734,1,-57.21
Main metro area,-13.72999954223633,1,-57.21
Main metro area,-11.61999988555908,1,-57.21
Main metro area,-49.7599983215332,1,-57.21
Main metro area,-3.170000076293945,1,-57.21
Main metro area,-24.32999992370605,1,-57.21
Main metro area,-37.06,1,-57.21
Other urban area,-52.18,1,-56.32
Other urban area,-31.3799991607666,1,-56.32
Main metro area,-49.20999908447266,1,-57.21
Other urban area,-27.01,1,-56.32
Other urban area,-29.53,1,-56.32
Other urban area,-34.24,1,-56.32
Main metro area,-10.86999988555908,1,-57.21
Other urban area,-25.67000007629395,1,-56.32
Main metro area,-38.65,1,-57.21
Main metro area,-49.24,0,-57.21
Other urban area,-50.18,1,-56.32
Other urban area,-49.5099983215332,1,-56.32
Other urban area,-14.31999969482422,1,-56.32
Other urban area,-59.18000030517578,0,-56.32
Other urban area,-26.30999946594238,1,-56.32
Other urban area,-12.14999961853027,1,-56.32
Main metro area,-10.69999980926514,1,-57.21
Other urban area,-54.15000152587891,1,-56.32
Other urban area,-29.51,1,-56.32
Main metro area,-7.17,1,-57.21
Other urban area,-55.88999938964844,1,-56.32
Other urban area,-46.20000076293945,1,-56.32
Main metro area,-54.4,1,-57.21
Other urban area,-24.44000053405762,1,-56.32
Main metro area,-33.38999938964844,1,-57.21
Other urban area,-22.1299991607666,1,-56.32
Main metro area,-45.86999893188477,1,-57.21
Other urban area,-28.54000091552734,1,-56.32
Other urban area,-18.42000007629395,1,-56.32
Main metro area,-3.740000009536743,1,-57.21
Other urban area,-43.15000152587891,1,-56.32
Other urban area,-39.63999938964844,1,-56.32
Main metro area,-7.949999809265137,1,-57.21
Other urban area,-42.68999862670898,1,-56.32
Other urban area,-55.91999816894531,1,-56.32
Other urban area,-9.079999923706055,1,-56.32
Main metro area,-9.069999694824219,1,-57.21
Other urban area,-54.59000015258789,1,-56.32
Other urban area,-10.07999992370605,1,-56.32
Main metro area,-29.22999954223633,1,-57.21
Rural area,-10.47,1,-40.75
Main metro area,-10.28,1,-57.21
Main metro area,-35.38999938964844,1,-57.21
Other urban area,-30.78000068664551,1,-56.32
Main metro area,-5.380000114440918,1,-57.21
Other urban area,-40.02000045776367,1,-56.32
Main metro area,-10.31999969482422,1,-57.21
Other urban area,-10.27999973297119,1,-56.32
Main metro area,-6.329999923706055,0,-57.21
Main metro area,-19.19000053405762,1,-57.21
Other urban area,-7.239999771118164,1,-56.32
Main metro area,-5.78000020980835,1,-57.21
Main metro area,-51.45999908447266,0,-57.21
Other urban area,-21.04000091552734,1,-56.32
Other urban area,-39.27000045776367,1,-56.32
Main metro area,-3.380000114440918,1,-57.21
Main metro area,-5.039999961853027,1,-57.21
Other urban area,-14.14999961853027,1,-56.32
Main metro area,-9.899999618530273,1,-57.21
Other urban area,-38.41999816894531,1,-56.32
Main metro area,-6.82,1,-57.21
Main metro area,-13.8,0,-57.21
Main metro area,-45.11999893188477,1,-57.21
Rural area,-33.84,1,-40.75
Other urban area,-25.64999961853027,1,-56.32
Other urban area,-46.15999984741211,1,-56.32
Other urban area,-54.22999954223633,1,-56.32
Other urban area,-11.35999965667725,1,-56.32
Main metro area,-39.65999984741211,1,-57.21
Other urban area,-51.31000137329102,1,-56.32
Main metro area,-13.43,0,-57.21
Main metro area,-40.33,1,-57.21
Main metro area,-25.51,1,-57.21
Main metro area,-16.57999992370605,1,-57.21
Main metro area,-26.6299991607666,1,-57.21
Main metro area,-11.18000030517578,1,-57.21
Main metro area,-31.47999954223633,1,-57.21
Other urban area,-29.32999992370605,1,-56.32
Main metro area,-40.34000015258789,1,-57.21
Other urban area,-29.20999908447266,1,-56.32
Other urban area,-18.47999954223633,1,-56.32
Other urban area,-18.5,1,-56.32
Other urban area,-16.40999984741211,1,-56.32
Main metro area,-45.5,1,-57.21
Other urban area,-50.61,1,-56.32
Other urban area,-45.99,1,-56.32
Other urban area,-36.63000106811523,1,-56.32
Other urban area,-39.38999938964844,1,-56.32
Other urban area,-33.34,1,-56.32
Other urban area,-21.52000045776367,1,-56.32
Main metro area,-11.07999992370605,1,-57.21
Other urban area,-53.68999862670898,1,-56.32
Main metro area,-6.079999923706055,1,-57.21
Other urban area,-51.97999954223633,1,-56.32
Other urban area,-53.40000152587891,1,-56.32
Main metro area,-12.44999980926514,0,-57.21
Main metro area,-5.23,1,-57.21
Main metro area,-4.53,1,-57.21
Main metro area,-33.18,1,-57.21
Other urban area,-48.02999877929688,1,-56.32
Other urban area,-17.70000076293945,1,-56.32
Other urban area,-12.25,1,-56.32
Other urban area,-48.68999862670898,1,-56.32
Other urban area,-18.85,1,-56.32
Main metro area,-56.11999893188477,1,-57.21
Other urban area,-29.77000045776367,1,-56.32
Main metro area,-10.31999969482422,1,-57.21
Main metro area,-19.81999969482422,0,-57.21
Other urban area,-41.25,1,-56.32
Other urban area,-7.659999847412109,1,-56.32
Other urban area,-52.86000061035156,1,-56.32
Main metro area,-9.159999847412109,1,-57.21
Main metro area,-21.71999931335449,1,-57.21
Other urban area,-23.94,1,-56.32
Main metro area,-5.039999961853027,1,-57.21
Other urban area,-49.02999877929688,1,-56.32
Other urban area,-27.13999938964844,1,-56.32
Other urban area,-46.61999893188477,1,-56.32
Other urban area,-29.57999992370605,1,-56.32
Main metro area,-3.349999904632568,1,-57.21
Main metro area,-26.01000022888184,1,-57.21
Main metro area,-29.64999961853027,1,-57.21
Main metro area,-53.83000183105469,1,-57.21
Other urban area,-27.21999931335449,1,-56.32
Other urban area,-32.77,1,-56.32
Main metro area,-43.90999984741211,1,-57.21
Main metro area,-11.39,1,-57.21
Other urban area,-70.37999725341797,1,-56.32
Other urban area,-30.95000076293945,1,-56.32
Other urban area,-46.51,1,-56.32
Main metro area,-13.10999965667725,0,-57.21
Main metro area,-50.77999877929688,0,-57.21
Other urban area,-16.82,1,-56.32
Main metro area,-50.34999847412109,1,-57.21
Main metro area,-5.059999942779541,1,-57.21
Other urban area,-13.4399995803833,1,-56.32
Other urban area,-56.06,1,-56.32
Main metro area,-29.48999977111816,1,-57.21
Other urban area,-47.70000076293945,1,-56.32
Main metro area,-3.599999904632568,1,-57.21
Main metro area,-36.0099983215332,1,-57.21
Other urban area,-54.88999938964844,1,-56.32
Other urban area,-6.989999771118164,1,-56.32
Main metro area,-9.090000152587891,1,-57.21
Other urban area,-36.81000137329102,1,-56.32
Other urban area,-51.36,1,-56.32
Main metro area,-56.06,1,-57.21
Other urban area,-19.04999923706055,1,-56.32
Other urban area,-30.47999954223633,1,-56.32
Main metro area,-3.079999923706055,1,-57.21
Other urban area,-11.38,1,-56.32
Other urban area,-44.38,1,-56.32
Other urban area,-19.8799991607666,1,-56.32
Other urban area,-19.86000061035156,1,-56.32
Main metro area,-42.23,1,-57.21
Other urban area,-19.55999946594238,1,-56.32
Other urban area,-12.18000030517578,1,-56.32
Main metro area,-45.33,1,-57.21
Main metro area,-30.65999984741211,0,-57.21
Main metro area,-50.29,1,-57.21
Main metro area,-66.72000122070313,1,-57.21
Other urban area,-18.56999969482422,1,-56.32
Other urban area,-35.86000061035156,1,-56.32
Other urban area,-28.4,0,-56.32
Main metro area,-24.5,1,-57.21
Other urban area,-68.13999938964844,1,-56.32
Main metro area,-9.329999923706055,0,-57.21
Main metro area,-25.95999908447266,1,-57.21
Main metro area,-46.0099983215332,1,-57.21
Main metro area,-14.76,1,-57.21
Other urban area,-53.36000061035156,1,-56.32
Other urban area,-23.70999908447266,1,-56.32
Other urban area,-52.02,1,-56.32
Rural area,-25.78,1,-40.75
Other urban area,-46.0099983215332,1,-56.32
Other urban area,-49.58,1,-56.32
Main metro area,-45.66999816894531,1,-57.21
Other urban area,-9.359999656677246,1,-56.32
Main metro area,-4.269999980926514,1,-57.21
Main metro area,-4.71999979019165,1,-57.21
Other urban area,-55.0099983215332,1,-56.32
Main metro area,-22.6,1,-57.21
Main metro area,-53.86999893188477,1,-57.21
Main metro area,-4.739999771118164,1,-57.21
Main metro area,-35.11,1,-57.21
Other urban area,-69.93000030517578,1,-56.32
Other urban area,-30.14999961853027,1,-56.32
Main metro area,-46.52000045776367,1,-57.21
Other urban area,-29.1,1,-56.32
Main metro area,-28.40999984741211,1,-57.21
Other urban area,-37.38999938964844,1,-56.32
Main metro area,-15.25,1,-57.21
Other urban area,-27.31999969482422,1,-56.32
Other urban area,-10.77999973297119,1,-56.32
Rural area,-19.36,0,-40.75
Main metro area,-9.210000000000001,1,-57.21
Main metro area,-55.52000045776367,1,-57.21
Main metro area,-56.04999923706055,1,-57.21
Main metro area,-22.75,1,-57.21
Other urban area,-33.54999923706055,1,-56.32
Main metro area,-6.69,1,-57.21
Main metro area,-11.14999961853027,1,-57.21
Main metro area,-5.78000020980835,1,-57.21
Main metro area,-10.69999980926514,1,-57.21
Main metro area,-12.86999988555908,1,-57.21
Main metro area,-19.6299991607666,1,-57.21
Other urban area,-51.49,1,-56.32
Main metro area,-51.4,1,-57.21
Main metro area,-55.38,1,-57.21
Main metro area,-52.13,1,-57.21
Other urban area,-35.79999923706055,1,-56.32
Main metro area,-10.69999980926514,0,-57.21
Main metro area,-31.09,1,-57.21
Main metro area,-10.67000007629395,1,-57.21
Main metro area,-11.6899995803833,1,-57.21
Main metro area,-42.95,1,-57.21
Other urban area,-23.29000091552734,1,-56.32
Other urban area,-21.57999992370605,1,-56.32
Main metro area,-9.25,1,-57.21
Other urban area,-24.31999969482422,1,-56.32
Other urban area,-29.92,0,-56.32
Main metro area,-54.86000061035156,1,-57.21
Other urban area,-40.22999954223633,1,-56.32
Main metro area,-46.20999908447266,1,-57.21
Other urban area,-19.95999908447266,1,-56.32
Main metro area,-1.419999957084656,1,-57.21
Other urban area,-41.02000045776367,1,-56.32
Main metro area,-56.79999923706055,1,-57.21
Main metro area,-10.69999980926514,1,-57.21
Other urban area,-53.83000183105469,1,-56.32
Main metro area,-18.05999946594238,1,-57.21
Main metro area,-59.59000015258789,0,-57.21
Main metro area,-20.1,1,-57.21
Other urban area,-44.52000045776367,1,-56.32
Other urban area,-27.05999946594238,1,-56.32
Main metro area,-11.53999996185303,1,-57.21
Main metro area,-29.81999969482422,1,-57.21
Main metro area,-4.71999979019165,1,-57.21
Other urban area,-29.06,1,-56.32
Other urban area,-15.31,1,-56.32
Main metro area,-9.31,1,-57.21
Rural area,-12.56999969482422,1,-40.75
Other urban area,-35,1,-56.32
Main metro area,-25,1,-57.21
Other urban area,-63.09999847412109,1,-56.32
Other urban area,-45.11999893188477,1,-56.32
Other urban area,-45.81,1,-56.32
Other urban area,-44.91999816894531,1,-56.32
Other urban area,-44.40999984741211,1,-56.32
Main metro area,-25.09,1,-57.21
Other urban area,-17.48999977111816,1,-56.32
Other urban area,-26.31999969482422,1,-56.32
Main metro area,-37.74,1,-57.21
Main metro area,-44.77,1,-57.21
Other urban area,-37.59999847412109,1,-56.32
Main metro area,-35.49,1,-57.21
Main metro area,-2.589999914169312,1,-57.21
Main metro area,-36.43,1,-57.21
Main metro area,-9.699999999999999,1,-57.21
Other urban area,-45.04,1,-56.32
Main metro area,-42.68,1,-57.21
Other urban area,-32.40000152587891,1,-56.32
Other urban area,-20.29999923706055,1,-56.32
Main metro area,-15.01,0,-57.21
Other urban area,-9.26,1,-56.32
Main metro area,-4.739999771118164,1,-57.21
Main metro area,-49.33000183105469,1,-57.21
Main metro area,-6.69,1,-57.21
Other urban area,-37.93999862670898,1,-56.32
Rural area,-35.7599983215332,1,-40.75
Other urban area,-30.6299991607666,1,-56.32
Main metro area,-29.2,0,-57.21
Other urban area,-14.89,1,-56.32
Main metro area,-37.79999923706055,1,-57.21
Other urban area,-73.5,1,-56.32
Main metro area,-19.43,1,-57.21
Main metro area,-20.84,0,-57.21
Main metro area,-5.159999847412109,1,-57.21
Main metro area,-43.7,1,-57.21
Other urban area,-53.42,1,-56.32
Main metro area,-49.45999908447266,1,-57.21
Other urban area,-30.43,1,-56.32
Main metro area,-53.79999923706055,1,-57.21
Main metro area,-17.29999923706055,1,-57.21
Main metro area,-14.69999980926514,1,-57.21
Main metro area,-14.02999973297119,1,-57.21
Main metro area,-11.76,0,-57.21
Other urban area,-27.54000091552734,1,-56.32
Other urban area,-49.31,1,-56.32
Main metro area,-41.41,1,-57.21
Other urban area,-50.68999862670898,1,-56.32
Other urban area,-9.170000076293945,1,-56.32
Main metro area,-34.68,1,-57.21
Main metro area,-10.27,1,-57.21
Main metro area,-17.18,1,-57.21
Other urban area,-29.04999923706055,1,-56.32
Main metro area,-54.95,1,-57.21
Main metro area,-36.66999816894531,1,-57.21
Main metro area,-46.41,0,-57.21
Other urban area,-39.36,1,-56.32
Main metro area,-6.929999828338623,1,-57.21
Other urban area,-38.86999893188477,1,-56.32
Main metro area,-5.599999904632568,1,-57.21
Main metro area,-36.41999816894531,1,-57.21
Other urban area,-17.86000061035156,1,-56.32
Other urban area,-51.09,1,-56.32
Main metro area,-50.75,0,-57.21
Main metro area,-15.45,1,-57.21
Other urban area,-12.6899995803833,1,-56.32
Other urban area,-6.150000095367432,1,-56.32
Main metro area,-5.679999828338623,1,-57.21
Other urban area,-22.1299991607666,1,-56.32
Other urban area,-27.69000053405762,1,-56.32
Other urban area,-27.02,1,-56.32
Other urban area,-22,1,-56.32
Main metro area,-51.86,1,-57.21
Other urban area,-49.31999969482422,1,-56.32
Main metro area,-1.549999952316284,1,-57.21
Other urban area,-37.68,1,-56.32
Main metro area,-50.22999954223633,1,-57.21
Other urban area,-29.1200008392334,1,-56.32
Main metro area,-26.67,1,-57.21
Main metro area,-4.15,1,-57.21
Main metro area,-12.5,1,-57.21
Other urban area,-26.65999984741211,1,-56.32
Main metro area,-11.27,0,-57.21
Other urban area,-25.3799991607666,1,-56.32
Other urban area,-9.399999618530273,1,-56.32
Main metro area,-17.12,1,-57.21
Main metro area,-31.62,1,-57.21
Main metro area,-46.29999923706055,1,-57.21
Main metro area,-12.91,1,-57.21
Main metro area,-52.56999969482422,1,-57.21
Main metro area,-7.96,1,-57.21
Other urban area,-42.9900016784668,1,-56.32
Main metro area,-42.11999893188477,1,-57.21
Other urban area,-14.15999984741211,1,-56.32
Other urban area,-61.47000122070313,1,-56.32
Other urban area,-10.60999965667725,1,-56.32
Main metro area,-10.59000015258789,1,-57.21
Main metro area,-56.83,1,-57.21
Other urban area,-32.95999908447266,1,-56.32
Other urban area,-17.17,1,-56.32
Other urban area,-54.90999984741211,1,-56.32
Other urban area,-55.15000152587891,1,-56.32
Main metro area,-48.86999893188477,1,-57.21
Other urban area,-13.73999977111816,1,-56.32
Other urban area,-11.67,1,-56.32
Other urban area,-25.73999977111816,1,-56.32
Other urban area,-48.40000152587891,1,-56.32
Other urban area,-33.77999877929688,1,-56.32
Other urban area,-22.68,1,-56.32
Other urban area,-24.64999961853027,1,-56.32
Other urban area,-26.82999992370605,1,-56.32
Other urban area,-67.87000274658203,1,-56.32
Other urban area,-34.0099983215332,1,-56.32
Other urban area,-13.11999988555908,1,-56.32
Other urban area,-6.610000133514404,1,-56.32
Main metro area,-29.69,1,-57.21
Other urban area,-20.6299991607666,1,-56.32
Other urban area,-10.77999973297119,1,-56.32
Other urban area,-21.69000053405762,1,-56.32
Main metro area,-2.880000114440918,1,-57.21
Main metro area,-2.240000009536743,1,-57.21
Main metro area,-37.34000015258789,1,-57.21
Other urban area,-47.18000030517578,1,-56.32
Main metro area,-43.09999847412109,1,-57.21
Other urban area,-15.02999973297119,1,-56.32
Main metro area,-17.77,1,-57.21
Main metro area,-47.16999816894531,1,-57.21
Other urban area,-33.47999954223633,1,-56.32
Other urban area,-26.8799991607666,1,-56.32
Main metro area,-44.52999877929688,1,-57.21
Other urban area,-6.980000019073486,1,-56.32
Main metro area,-41.56000137329102,1,-57.21
Main metro area,-29.85,1,-57.21
Main metro area,-55.61999893188477,1,-57.21
Other urban area,-13.67,1,-56.32
Other urban area,-46.93999862670898,1,-56.32
Other urban area,-30.5,1,-56.32
Main metro area,-16.40999984741211,1,-57.21
Main metro area,-39.77999877929688,0,-57.21
Other urban area,-71.97000122070313,1,-56.32
Main metro area,-3.42,1,-57.21
Main metro area,-4.28,1,-57.21
